"レビュータイプ","商品名","レビュー詳細URL","評価","投稿時間","タイトル","レビュー本文","フラグ","注文番号","未対応フラグ"
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iavc0-ic767h_1_2826510582/","2","2024/11/20 8:57:55","缶が潰れていた","11/11にネコポスで届きました。
自宅と実家用に2個購入しましたが、そのうちの1個の缶（入れ物）が潰れていましたよ。缶は使わないので別にいいですが、配送時、商品を守れていないようです。","0","354660-20241108-0734402027",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iavch-cuyngh_1_2850183513/","5","2024/11/19 10:56:18","爪切りを購入しての感想","前に一度購入させて頂いたのですが非常に良いのでプレゼント用に購入させて頂きました。","0","354660-20241119-0352604387",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav1y-l5p88t_1_2818027739/","4","2024/11/16 21:55:05","","切れ味抜群。長年チャチな粗品を使い続けていた私には、切れすぎて怖いくらいです。
刃先両端の覆いが邪魔して、細かい所が切りづらいのがちょっと残念。これは慣れもあるかもしれませんが。","0","354660-20241105-0998701011",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iavc9-lmp7d6_1_2835293918/","5","2024/11/13 23:12:09","","爪が本当に飛び散らず切れ味もよくて
やすりがなくてもとてもなめらかに
切る事ができました。
ケースもいらないと思っていましたが
実際にあるとやすりと爪切りがバラバラにならず
収納しやすかったです。とても満足です","0","354660-20241110-0997002676",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iavca-d25qk0_1_2828836695/","5","2024/11/13 8:36:59","良かった","今まで100均の爪切りを使ってきましたが、年齢のせいか握力が弱くなって力が入らなくなって切りにくくなりました。
そんな時にこちらを見つけて購入。
力を入れなくても簡単に切れて、切り口もなめらかです。
早く買えば良かった。
とても満足しています。","0","354660-20241109-0385502220",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav1y-lhc3ta_1_2821217643/","5","2024/11/11 23:20:42","","無事届きました。
早急な対応ありがとうございました。","0","354660-20241105-0986201245",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav1y-jn0mh_2_2821706216/","4","2024/11/11 23:17:10","","コンパクトにまとまっており、とてもよかったです。早めに欲しかったので、発送も早くて助かりました。","0","354660-20241105-0024401711",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav96-926okj_1_2803274093/","4","2024/11/07 11:50:21","良さそうだが","お気に入りの爪切りを紛失したため購入。箇所にはよりますが、切れ味は良いと思います。ただ使い方が前とは違い少々戸惑いましたし、短所も感じました。足の爪を切るのに、ケースは要らないと感じました。以前のは、ケースから爪切りをズラすと足の爪も切りやすかったのですが、コレはズラせないため切りにくいです。もちろん手の爪なら問題なく使えます。
ヤスリも付いていますが、ガラスヤスリに慣れた身には、使いづらい。真ん中にしかヤスリがないから、以前とは違うやり方をしないといけない。たかが爪切りですが、使い慣れないものを使うのは最初大変ですね。
缶入りで高級感がありますし、戻せれば紛失しづらいかもしれません。","0","354660-20241028-0144100202",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav1x-9ceyzi_1_2814625140/","3","2024/11/06 19:43:37","爪が飛び散らない","切った爪が飛び散りにくいのが良いです。切れ味は安い物との差がわからなかったです。","0","354660-20241104-0129701064",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav93-c3rd3g_1_2797119206/","4","2024/11/05 7:34:09","納得です","この価格なら納得いく商品です。
切れ具合も十分です。","0","354660-20241025-0345449710",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav9w-e4ny65_1_2808240889/","4","2024/11/04 10:17:49","","カラーはブロンドを購入、高級感のある爪切り。","0","354660-20241031-0481300434",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav9l-g0wvnj_1_2779550901/","5","2024/11/03 21:44:39","","今まで100円のものを使っていましたが、こちらを使うようになってから爪切りの時間も楽しみになりました。切れ味が良くとても満足です！","0","354660-20241016-0606147674",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav9t-hm58dk_1_2802334706/","5","2024/10/30 16:58:58","見た目も切れ味もgood！買ってよかった","ブロンズカラーを購入、商品が届き中身を見て一目で気に入りました！写真で見るよりも渋みのある色合いと重厚感が最高です！専用の缶ケースに入ってるって言うのも特別感があっていい感じ！
肝心の切れ味も足のゴッツイ親指の爪にも申し分ないと思います。","0","354660-20241027-0694549959",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav92-76jtc0_1_2771454395/","4","2024/10/30 0:06:56","","個性的な形、機能を持っていて特別感があります。","0","354660-20241013-0531447012",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav9a-1xskaw_1_2746684173/","5","2024/10/27 19:52:34","","切れ味がとても良いです。
爪も飛び散らないですし、高級感のある見た目も気に入っています。","0","354660-20241001-0296844979",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav93-hbattm_1_2794518808/","5","2024/10/27 18:41:12","","引越しを機に爪切りも新しくしました！
見た目もかっこよく、機能的にもバッチリです。","0","354660-20241025-0670249421",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav92-dccj2x_1_2770957916/","5","2024/10/24 11:46:09","","とても良く切れて、素晴らしい。
切れた爪も収納されて、捨てやすく便利です。","0","354660-20241013-0371447060",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav9k-u2r6c_2_2777151682/","4","2024/10/21 22:01:21","","手の爪を切る時はよく切れて良いのですが、足の爪が巻き爪なので幅が狭く、刃が中に入っているので切りにくく感じます。ヤスリが付いてケース入りなのは、とてもお得感があります。","0","354660-20241015-0049347509",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav9k-p5t5j_2_2773520610/","3","2024/10/19 15:12:28","持ち運び様に","見た目はかっこいいですが、持ち運びには少し重たいかも。。","0","354660-20241015-0036147398",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav9c-hfdljk_1_2753711501/","5","2024/10/18 18:05:58","","スタイリッシュなデザインで、切れ味がバツグンです。ケースがついているので保管に便利です。","0","354660-20241005-0680545671",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav9f-261aw_2_2766461632/","5","2024/10/15 12:38:09","リピ買い","プレゼント用で購入
自分用に以前買って、使い勝手も良かったのでリピです。","0","354660-20241009-0023146627",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav9d-2om0b9_1_2758195456/","5","2024/10/11 20:35:28","","かなり使い心地良いです。この値段でこれならかなり満足です。","0","354660-20241006-0820445870",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iautd-bvh2yf_1_2507014116/","5","2024/10/09 12:49:12","素晴らしい切れ味","軽くて切れ味も良く、細かい部分まで上手に切ることができます。家族の分も買い揃えたいと思います。","0","354660-20240610-0232318269",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav0a-le8and_1_2741871408/","5","2024/10/03 16:49:51","高級仕様！","びっくりするくらいの重厚感。
使い勝手もよく、今回は自分用で購入しましたが、ちょっとしたお礼やご挨拶代わりの品にしてもよいかも！
良い買い物でした！","0","354660-20240929-0980244546",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iav0a-1tr717_1_2742868702/","5","2024/10/02 16:46:51","届くのが早かったです。","切れ味がとてもいいです。サイズを迷いましたがSを購入。細かい所まで切れてよかったです。","0","354660-20240929-0288344600",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauzy-e3nban_1_2738190954/","4","2024/09/29 15:40:58","","使い方がわからす、少し戸惑いました。
期待したレビュー通りの物ではないと思うのですが、普通に切れて、普通に爪も飛び散りません。
ケースに入っているのは嬉しいですね。高級感もあります。","0","354660-20240925-0466144039",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauyc-2kghu3_1_2663920839/","5","2024/09/27 18:45:13","","力を入れずにスムーズに切れます！
爪ヤスリもついてるし、ケース付きなので、探さなくてもすぐに見つかりるのが便利です！","0","354660-20240825-0811736413",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauxp-b2u4ng_1_2624471695/","5","2024/09/26 13:18:46","","使っていた爪切りが壊れたのでレビューの良かったこちらを購入しました。
めちゃめちゃ切れ味良いです。
ケースに入っているので、子供が別の場所において
どこ行ったーと探すこともなくなりました。","0","354660-20240805-0204631318",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauzu-1bzcl9_1_2729815390/","5","2024/09/23 18:25:15","おしゃれな爪切りであがります","すぐ届きました。入れ物のシルバーの缶は凹んでました。こどものために買いましたが爪が切れやすくとても喜んでくれてこれで日々切ってくれることを願います","0","354660-20240921-0248543570",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauz3-fkbfxo_1_2720442767/","5","2024/09/22 14:57:35","","何の問題もなくよく切れて使い心地は抜群です。","0","354660-20240917-0569542628",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauz5-juvcik_1_2710647952/","5","2024/09/17 13:20:58","","無事届きました。
早急な対応ありがとうございました。","0","354660-20240910-0896641935",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauzn-cokjs0_1_2712317674/","5","2024/09/15 16:27:17","","今まで使用していた爪切りが本当に切れ味が悪くて…
比べ物にならないぐらいスッと綺麗に切れました！
ヤスリかけなくてもツルツルです。","0","354660-20240911-0336642120",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauz5-beyzit_1_2706669716/","4","2024/09/15 5:28:35","","刃の黒い部分はラメ入りでした。問題ない切れ味です。","0","354660-20240910-0194741307",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iajmc-joq3rc_1_957532820/","5","2024/09/13 18:17:56","","よく切れます。
３年使いましたが、切れ味そのままです。","0","354660-20220809-0881225141",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauz5-2ir1hw_1_2705349886/","5","2024/09/13 17:11:51","","今まで使っていた爪切りより少し力が要る感じがしましたがとてもきれいに爪が切れたので気に入っています。","0","354660-20240910-0807341035",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauzm-knmxni_1_2702278693/","5","2024/09/12 19:14:24","","とても切れ味が良くて、切った爪の飛び散りも、まず、起きないようにできているので、便利に使っています。小さな金属製の缶に、爪用のヤスリと爪切りがセットになって入って届きます。","0","354660-20240909-0939740664",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauyc-kl8ygu_1_2660430664/","4","2024/09/11 20:42:56","切れ味がいいです","重さは重いですが切れ味がいいです。捨てやすいのもいいですね。","0","354660-20240825-0934936085",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauz2-gesc8w_1_2686484856/","5","2024/09/09 19:11:39","","今まで使っていた爪切りは、バチンッと鳴って切れるもので、爪先が少し割れる感じが嫌でこちらを購入しました。軽く切れます。刃が鋭いので爪が割れなくてとても良いです。","0","354660-20240905-0617639431",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iaux4-1v7cli_1_2651047952/","5","2024/09/06 0:24:10","","切った爪が収納され、まとめて捨てれるのはいいですね","0","354660-20240818-0292633500",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauyc-jzxqk9_1_2664172990/","5","2024/09/05 11:30:03","","グレーを購入しました。シックで高級感があり大満足です。蓋を開けるとパッと爪を捨てられて、すごく便利です。","0","354660-20240825-0906836366",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauts-ahik3y_2_2543632902/","4","2024/08/31 8:39:28","","ケースに入って、ヤスリも入っているので得した気分になりますね。
爪もそこまで飛び散らずに済むので片付けも楽です。
ただ少し爪は切りにくいのかなと思いました。
硬いのもあると思うのですが、なかなか力が必要です。","0","354660-20240630-0079522197",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauy1-2c37um_1_2659973955/","1","2024/08/28 19:59:34","","2個買って2個とも刃の部分がガタガタでした。
別のお店で買った類似の爪切りの刃はとても滑らかだったのに、こちらは残念です。","0","354660-20240824-0795636197",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauxx-1qzblg_1_2647328154/","3","2024/08/27 13:30:46","","使いやすいです。切った爪が飛ばないのが良いですね","0","354660-20240816-0282133306",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauxw-fofn55_1_2644776715/","5","2024/08/25 13:12:39","カッコいい","以前使っていた 爪切りが 壊れてしまい
デザインが、気に入ったので 購入しました。似ている デザインは他のショップでも ありましたが 2サイズ あったので
安心して買えました。使い心地も 最高でした。
注文番号
354660-20240815-0578233098","0","354660-20240815-0578233098",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iaux4-il5nr8_1_2649019151/","5","2024/08/23 2:42:50","","大変使いやすく、切れやすいです。爪切りは、生活必需品ですね。","0","354660-20240818-0753333286",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauy0-jj7k5a_1_2652976763/","5","2024/08/21 21:58:53","","切れ味良いです。以前使っていたものより、大きくて少し重たみを感じましたが慣れれば問題ないかなと思いました。","0","354660-20240820-0870434425",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauv7-7w1xqk_1_2588370494/","2","2024/08/20 11:09:09","なんというか","私には切りにくい爪切りだったかな。切った時にどうにも刃の尻辺りにある謎の角に爪が引っ掛かるからぱちんぱちんとスムーズに切れない。引っ掛かって外してまた切ってなんてするからイライラしてくる。でも切る時の衝撃が柔らかいのか切った後の爪はそこまで布にひっかからない。それでも全く引っ掛からないわけではないからヤスリはかけた方がいいけどね。","0","354660-20240720-0536026443",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauxw-29xks0_1_2645306630/","5","2024/08/18 12:20:00","","発送が早かったです。ケースに少し傷はありましたが、商品には満足です。","0","354660-20240815-0790932888",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauxw-ij623j_1_2645166601/","2","2024/08/16 21:47:56","","頼んだ次の日に、届きました！
早くて嬉しかったのですが、シャンパンゴールド
どう見てもシルバー？で、間違えた？と思いましたが
口コミよく見ると、そう書いてる人がいて
そうゆう事なのかと残念でしたが
そう思う事にします。
せめて使いやすいといいなぁ…と思います！","0","354660-20240815-0750432866",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauxp-kko7ii_1_2623805204/","5","2024/08/10 8:07:21","","持ち歩く救急セット用にsサイズ購入しました。お手頃価格なので期待していませんでしたが、切れ味が良く爪が変に割れることもなく大変満足しています。爪が飛び散らないのも気に入っています。","0","354660-20240805-0933130812",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-iauxp-kduc4r_1_2626285392/","4","2024/08/08 19:35:04","シャンパンゴールド","クチコミでも確認していましたが、写真よりシルバー寄りでしたが、自身は好きなカラーでした。
切れ味も満足です。
足の親指の爪が大きい方なので(多分)、爪の両サイドも切りやすくて助かりました。","0","354660-20240805-0918431088",""
